file,job,step_name,matched_keywords,detection_method,full_step_json
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Infomaniak.android-kDrive.GitHub_Actions.android.yml,instrumentation-tests,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.27.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""profile"": ""Pixel 4"",
    ""arch"": ""x86_64"",
    ""disk-size"": ""6G"",
    ""avd-name"": ""kdrive-test"",
    ""force-avd-creation"": false,
    ""disable-animations"": false,
    ""emulator-options"": ""-no-snapshot-save -noaudio -no-boot-anim -camera-back none -skin 540x1110"",
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Infomaniak.android-kDrive.GitHub_Actions.android.yml,instrumentation-tests,Run instrumentation tests,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run instrumentation tests"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.27.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""${{ matrix.target }}"",
    ""profile"": ""Pixel 4"",
    ""arch"": ""x86_64"",
    ""disk-size"": ""6G"",
    ""avd-name"": ""kdrive-test"",
    ""force-avd-creation"": false,
    ""disable-animations"": true,
    ""emulator-options"": ""-no-snapshot-save -noaudio -no-boot-anim -camera-back none -skin 540x1110"",
    ""script"": ""./gradlew uninstallAll app:connectedStandardDebugAndroidTest --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Infomaniak.android-kMail.GitHub_Actions.android.yml,full_file_scan,,['instrumentation'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ipfs-shipyard.gomobile-ipfs.GitHub_Actions.test.yml,android_bridge,Install Android SDK and Emulator,"['emulator', 'avdmanager', 'create avd']",standard,"{
  ""name"": ""Install Android SDK and Emulator"",
  ""run"": ""SDK_MAN=$HOME/Library/Android/sdk/tools/bin/sdkmanager; BTOOLS=$($SDK_MAN --list | grep \""build-tools;$TARGET_SDK\""); BTOOL=$(echo $BTOOLS | tail -n1 | cut -d'|' -f1 | tr -d ' '); PLATFORMS=$($SDK_MAN --list | grep \""platforms;android-$TARGET_SDK\""); PLATFORM=$(echo $PLATFORMS | tail -n1 | cut -d'|' -f1 | tr -d ' ');\n$SDK_MAN --install \""$BTOOL\"" platform-tools \""$PLATFORM\"" emulator \""system-images;android-$TARGET_SDK;default;x86_64\"" > /dev/null\necho no | $HOME/Library/Android/sdk/tools/bin/avdmanager create avd --force -n test --abi 'default/x86_64' --package \""system-images;android-$TARGET_SDK;default;x86_64\""""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\ipfs-shipyard.gomobile-ipfs.GitHub_Actions.test.yml,android_bridge,Run Android Bridge tests,"['emulator', 'adb', 'wait-for-device']",standard,"{
  ""name"": ""Run Android Bridge tests"",
  ""working-directory"": ""android"",
  ""run"": ""$HOME/Library/Android/sdk/emulator/emulator -avd test -no-boot-anim -no-window -no-snapshot-save -gpu swiftshader_indirect -noaudio & EMULATOR_PID=$!;\n$HOME/Library/Android/sdk/platform-tools/adb wait-for-device shell 'while [[ -z $(getprop sys.boot_completed) ]]; do sleep 2; done;';\n./gradlew bridge:test bridge:connectedAndroidTest; kill $EMULATOR_PID""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\italankin.15Puzzle.GitHub_Actions.tests.yml,ui-tests,run ui tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run ui tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.24.0"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew :app:connectedDebugAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\JahidHasanCO.NewsApp-Retrofit.GitHub_Actions.blank.yml,test,AVD cache,['adb'],standard,"{
  ""name"": ""AVD cache"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ matrix.api-level }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\JahidHasanCO.NewsApp-Retrofit.GitHub_Actions.blank.yml,test,create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\JahidHasanCO.NewsApp-Retrofit.GitHub_Actions.blank.yml,test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-snapshot-save -no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedCheck""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\james-woo.athelite.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jaredsburrows.android-gif-search.GitHub_Actions.build.yml,build,Cache AVD,['adb'],standard,"{
  ""name"": ""Cache AVD"",
  ""uses"": ""actions/cache@v3"",
  ""id"": ""avd-cache"",
  ""with"": {
    ""path"": ""~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""avd-${{ env.ANDROID_API_LEVEL }}""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jaredsburrows.android-gif-search.GitHub_Actions.build.yml,build,Create AVD and generate snapshot for caching,"['emulator', 'create avd', 'android-emulator']",standard,"{
  ""name"": ""Create AVD and generate snapshot for caching"",
  ""if"": ""steps.avd-cache.outputs.cache-hit != 'true'"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.28.0"",
  ""with"": {
    ""api-level"": ""${{ env.ANDROID_API_LEVEL }}"",
    ""arch"": ""x86_64"",
    ""target"": ""google_apis"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none"",
    ""disable-animations"": false,
    ""script"": ""echo \""Generated AVD snapshot for caching.\""""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jaredsburrows.android-gif-search.GitHub_Actions.build.yml,build,Run Debug Instrumentation Tests on Android API ${{ matrix.api-level }} (Ran up to 2 times),"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""Run Debug Instrumentation Tests on Android API ${{ matrix.api-level }} (Ran up to 2 times)"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2.28.0"",
  ""with"": {
    ""api-level"": ""${{ env.ANDROID_API_LEVEL }}"",
    ""arch"": ""x86_64"",
    ""target"": ""google_apis"",
    ""force-avd-creation"": false,
    ""emulator-options"": ""-no-window -gpu swiftshader_indirect -noaudio -no-boot-anim -camera-back none -no-snapshot-save"",
    ""disable-animations"": true,
    ""script"": ""./gradlew connectedDebugAndroidTest -Pci -s || ./gradlew connectedDebugAndroidTest -Pci -s""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Javinator9889.BitCoinPools.Travis_CI..travis.yml,full_file_scan,,['emulator'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\Jeevan-Kishore.e2e-detox.CircleCI.config.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd', 'android-emulator', 'wait-for-device']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jerryOkafor.TimeLineView.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jianjunxiao.NiceVieoPlayer.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jimmod.ShareToComputer.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\JingZhuanDuoYing.JZAndroidChart.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\JMRI.EngineDriver.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\joaomneto.TitanCompanion.CircleCI.config.yml,instrumentation-tests,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Install GCloud"",
    ""command"": ""echo \""deb http://packages.cloud.google.com/apt cloud-sdk-$(lsb_release -c -s) main\"" | sudo tee -a /etc/apt/sources.list.d/google-cloud-sdk.list\ncurl https://packages.cloud.google.com/apt/doc/apt-key.gpg | sudo apt-key add -\nsudo apt-get update\nsudo apt-get install -y google-cloud-sdk\nsudo apt-get install --only-upgrade -y kubectl google-cloud-sdk google-cloud-sdk-datastore-emulator google-cloud-sdk-pubsub-emulator google-cloud-sdk-app-engine-go google-cloud-sdk-app-engine-java google-cloud-sdk-app-engine-python google-cloud-sdk-cbt google-cloud-sdk-bigtable-emulator google-cloud-sdk-datalab\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jonasoreland.runnerup.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jpaulynice.android-jigsaw-puzzle.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\jrodriguezva.RickAndMorty.GitHub_Actions.unit-test.yml,unit-test,run tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""run tests"",
  ""uses"": ""reactivecircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 29,
    ""script"": ""./gradlew connectedAndroidTest""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kafri8889.To-Do_Jetpack_Compose.CircleCI.config.yml,build-and-test,,['emulator'],standard,"{
  ""android/start-emulator-and-run-tests"": {
    ""test-command"": ""./gradlew connectedDebugAndroidTest"",
    ""system-image"": ""system-images;android-27;google_apis;x86""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kalaspuffar.secure-quick-reliable-login.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'avdmanager', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kebernet.shortyz.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\keibai.keibai-android.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\keiji.cocoa-android.GitHub_Actions.CI.yml,androidTest,,['adb'],standard,"{
  ""uses"": ""actions/cache@v2"",
  ""with"": {
    ""path"": ""~/.gradle/caches\n~/.gradle/wrapper\n~/.android/avd/*\n~/.android/adb*\n"",
    ""key"": ""${{ runner.os }}-avd-${{ matrix.target }}-${{ matrix.apiLevel }}"",
    ""restore-keys"": ""${{ runner.os }}-avd-${{ matrix.target }}-${{ matrix.apiLevel }}-\n${{ runner.os }}-avd-${{ matrix.target }}-\n${{ runner.os }}-avd-\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\keiji.cocoa-android.GitHub_Actions.CI.yml,androidTest,Android Emulator Runner,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Android Emulator Runner"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2.22.0"",
  ""with"": {
    ""api-level"": ""${{ matrix.apiLevel }}"",
    ""arch"": ""x86_64"",
    ""script"": ""sdkmanager --list\n./gradlew connectedCheck\n""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kevinhinterlong.archwiki-viewer.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kevinhinterlong.SwishTicker.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kickstarter.android-oss.CircleCI.config.yml,snapshot-test,,['emulator'],standard,"{
  ""android/create-avd"": {
    ""avd-name"": ""Emulator"",
    ""system-image"": ""system-images;android-30;google_apis;x86"",
    ""install"": true
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kickstarter.android-oss.CircleCI.config.yml,snapshot-test,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Configure screen size and dpi for Screenshot test"",
    ""command"": ""./script/emulator/configure_dpi.sh""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kickstarter.android-oss.CircleCI.config.yml,snapshot-test,,['emulator'],standard,"{
  ""android/start-emulator"": {
    ""avd-name"": ""Emulator"",
    ""additional-args"": ""-skin 1080x2220"",
    ""post-emulator-launch-assemble-command"": """",
    ""run-logcat"": true,
    ""no-window"": true,
    ""restore-gradle-cache-prefix"": ""v1a""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kickstarter.android-oss.CircleCI.config.yml,snapshot-test,,['emulator'],standard,"{
  ""run"": {
    ""name"": ""Config Emulator for Screenshot test"",
    ""command"": ""./script/emulator/screenshot_config_emulator.sh""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kirmanak.Mealient.GitHub_Actions.check.yml,uiTests,Run tests,['emulator'],standard,"{
  ""name"": ""Run tests"",
  ""run"": ""./gradlew allDevicesCheck --no-daemon -Pandroid.testoptions.manageddevices.emulator.gpu=\""swiftshader_indirect\""""
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kiwix.kiwix-android.GitHub_Actions.ci.yml,automated-tests,create instrumentation coverage,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""create instrumentation coverage"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2"",
  ""env"": {
    ""GRADLE_OPTS"": ""-Dorg.gradle.internal.http.connectionTimeout=60000 -Dorg.gradle.internal.http.socketTimeout=60000 -Dorg.gradle.internal.network.retry.max.attempts=6 -Dorg.gradle.internal.network.retry.initial.backOff=2000""
  },
  ""if"": ""${{ matrix.api-level != 33 }}"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""default"",
    ""arch"": ""x86_64"",
    ""profile"": ""pixel_2"",
    ""ram-size"": ""4096M"",
    ""disk-size"": ""14G"",
    ""sdcard-path-or-size"": ""1000M"",
    ""disable-animations"": false,
    ""script"": ""bash contrib/instrumentation.sh""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kiwix.kiwix-android.GitHub_Actions.ci.yml,automated-tests,create instrumentation coverage on google_apis for android 33,"['emulator', 'instrumentation', 'android-emulator']",standard,"{
  ""name"": ""create instrumentation coverage on google_apis for android 33"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2"",
  ""env"": {
    ""GRADLE_OPTS"": ""-Dorg.gradle.internal.http.connectionTimeout=60000 -Dorg.gradle.internal.http.socketTimeout=60000 -Dorg.gradle.internal.network.retry.max.attempts=6 -Dorg.gradle.internal.network.retry.initial.backOff=2000""
  },
  ""if"": ""${{ matrix.api-level == 33 }}"",
  ""with"": {
    ""api-level"": ""${{ matrix.api-level }}"",
    ""target"": ""google_apis"",
    ""arch"": ""x86_64"",
    ""profile"": ""pixel_2"",
    ""heap-size"": ""512M"",
    ""ram-size"": ""4096M"",
    ""disk-size"": ""14G"",
    ""sdcard-path-or-size"": ""4096M"",
    ""disable-animations"": false,
    ""script"": ""bash contrib/instrumentation.sh""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kost.NetworkMapper.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\kpauly2.findapet.CircleCI.config.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\krzdabrowski.android-starter-2022.GitHub_Actions.ci.yml,build,Run Compose UI tests,"['emulator', 'android-emulator']",standard,"{
  ""name"": ""Run Compose UI tests"",
  ""uses"": ""ReactiveCircus/android-emulator-runner@v2"",
  ""with"": {
    ""api-level"": 24,
    ""disable-animations"": false,
    ""script"": ""./gradlew connectedCheck --stacktrace""
  }
}"
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\letelete.sleep-cycle-alarm.Travis_CI..travis.yml,full_file_scan,,"['emulator', 'adb', 'create avd']",full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\lfuelling.lrkFM.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
C:\Users\Parsazh\Downloads\Config Files-20250522T134837Z-1-001\Config Files\lincanbin.Android-Carbon-Forum.Travis_CI..travis.yml,full_file_scan,,['adb'],full_file_scan,Matched by full file scan
